split,review_fraction,flagged_count,flagged_true_high_carbon_count,flagged_positive_rate,base_positive_rate_in_flagged_pool,comparable_group_coverage_all_flagged,comparable_group_coverage_true_high_carbon,median_current_gwp_per_ksi_all_flagged,median_current_gwp_per_ksi_true_high_carbon,median_reference_p25_gwp_per_ksi_true_high_carbon,median_absolute_reduction_to_p25_true_high_carbon,median_relative_reduction_to_p25_true_high_carbon,share_true_high_carbon_with_10pct_opportunity,share_true_high_carbon_with_20pct_opportunity,total_absolute_reduction_to_p25_true_high_carbon,note
group_epd_source,0.2,915,432,0.4721311475409836,0.10909488412767818,0.9989071038251366,0.9976851851851852,121.33333333333333,164.4,124.375,52.33333333333333,0.3178082191780823,0.7470997679814385,0.6635730858468677,45894.6183941059,Retrospective opportunity screen within comparable EPD groups; not a guaranteed substitution estimate.
