row_index,y_true,domain_lgbm_probability,base_positive_rate,Company,Plant,Plant Location - State,U.S. Region of Plant,application_family,strength_psi,strength_bin_500,curing_days,curing_family,gwp_per_ksi,reference_group_type,reference_group_n,reference_p25_gwp_per_ksi,reference_p10_gwp_per_ksi,absolute_reduction_to_p25,relative_reduction_to_p25,absolute_reduction_to_p10,relative_reduction_to_p10,has_comparable_alternative_group,has_10pct_reduction_opportunity,has_20pct_reduction_opportunity
22334,1,0.9996796745789172,0.11501272264631043,CTI Ready Mix,CTI Ready Mix Elkhart Plant,IA,North Central Region,other_or_unspecified,150.0,0,28.0,standard_28,900.0,national_spec_group,6.0,373.99999999999994,332.79999999999995,526.0,0.5844444444444444,567.2,0.6302222222222222,True,True,True
22299,1,0.9996796745789172,0.11501272264631043,CTI Ready Mix,CTI Ready Mix Carlisle Plant,IA,North Central Region,other_or_unspecified,150.0,0,28.0,standard_28,853.3333333333334,national_spec_group,6.0,373.99999999999994,332.79999999999995,479.3333333333334,0.56171875,520.5333333333334,0.6100000000000001,True,True,True
27267,1,0.999679319241229,0.11501272264631043,Eastern Concrete,Newark Plant,NJ,Eastern Region,other_or_unspecified,750.0,1000,28.0,standard_28,336.0,strict_group,32.0,199.75,89.95,136.25,0.4055059523809524,246.05,0.7322916666666667,True,True,True
27268,1,0.9996503195787546,0.11501272264631043,Eastern Concrete,Newark Plant,NJ,Eastern Region,other_or_unspecified,750.0,1000,28.0,standard_28,341.3333333333333,strict_group,32.0,199.75,89.95,141.58333333333331,0.41479492187499994,251.38333333333333,0.736474609375,True,True,True
34324,1,0.9996184334212568,0.11501272264631043,"Martin Marietta - Smyrna Ready Mix Concrete, LLC.",Del Camino Plant,CO,Rocky Mountains Region,other_or_unspecified,250.0,0,28.0,standard_28,321.6,national_spec_group,6.0,373.99999999999994,332.79999999999995,0.0,0.0,0.0,0.0,True,False,False
27266,1,0.9996146962601996,0.11501272264631043,Eastern Concrete,Newark Plant,NJ,Eastern Region,other_or_unspecified,750.0,1000,28.0,standard_28,337.3333333333333,strict_group,32.0,199.75,89.95,137.58333333333331,0.4078557312252964,247.38333333333333,0.7333498023715416,True,True,True
2191,1,0.9995802938864838,0.11501272264631043,Boston Sand & Gravel,Southeastern Concrete Plant,MA,Eastern Region,filler,300.0,500,28.0,standard_28,287.6666666666667,regional_strength_group,10.0,209.5,183.20666666666665,78.16666666666669,0.2717265353418309,104.46000000000004,0.3631286210892237,True,True,True
33104,1,0.9995595830604964,0.11501272264631043,Hood River Sand and Gravel,Dallesport Plant,WA,Pacific Northwest Region,filler,100.0,0,28.0,standard_28,1160.0,strict_group,6.0,558.1666666666667,528.6666666666667,601.8333333333333,0.5188218390804598,631.3333333333333,0.5442528735632183,True,True,True
23839,1,0.999548035728395,0.11501272264631043,Eastern Concrete,Broadway Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,256.0,strict_group,32.0,199.75,89.95,56.25,0.2197265625,166.05,0.6486328125,True,True,True
22688,1,0.999548035728395,0.11501272264631043,Eastern Concrete,Bogota Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,265.0,strict_group,32.0,199.75,89.95,65.25,0.24622641509433962,175.05,0.6605660377358491,True,True,True
27300,1,0.999548035728395,0.11501272264631043,Eastern Concrete,North Bergen Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,267.0,strict_group,32.0,199.75,89.95,67.25,0.25187265917602997,177.05,0.6631086142322098,True,True,True
34567,1,0.9995361463721788,0.11501272264631043,"Martin Marietta - Smyrna Ready Mix Concrete, LLC.",Valmont Plant,CO,Rocky Mountains Region,filler,100.0,0,28.0,standard_28,512.0,strict_group,15.0,364.9,351.2,147.10000000000002,0.28730468750000004,160.8,0.3140625,True,True,True
22189,1,0.9995255194981324,0.11501272264631043,"Corliss Resources, Inc.",Federal Way Plant,WA,Pacific Northwest Region,filler,150.0,0,28.0,standard_28,555.3333333333334,strict_group,6.0,558.1666666666667,528.6666666666667,0.0,0.0,26.66666666666663,0.048019207683073155,True,False,False
22247,1,0.9995104341516384,0.11501272264631043,"Corliss Resources, Inc.",Sumner Plant,WA,Pacific Northwest Region,filler,150.0,0,28.0,standard_28,502.0,strict_group,6.0,558.1666666666667,528.6666666666667,0.0,0.0,0.0,0.0,True,False,False
22161,1,0.9995104341516384,0.11501272264631043,"Corliss Resources, Inc.",Enumclaw Plant,WA,Pacific Northwest Region,filler,150.0,0,28.0,standard_28,566.6666666666667,strict_group,6.0,558.1666666666667,528.6666666666667,8.5,0.014999999999999998,38.0,0.06705882352941175,True,False,False
28373,1,0.9994973986906522,0.11501272264631043,Eastern Concrete,Roseland Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,341.0,strict_group,32.0,199.75,89.95,141.25,0.4142228739002933,251.05,0.736217008797654,True,True,True
22216,1,0.9994848110718888,0.11501272264631043,"Corliss Resources, Inc.",Puyallup Plant,WA,Pacific Northwest Region,filler,150.0,0,28.0,standard_28,618.0,strict_group,6.0,558.1666666666667,528.6666666666667,59.83333333333326,0.09681769147788553,89.33333333333326,0.14455231930960075,True,False,False
42877,1,0.999470328814836,0.11501272264631043,Silver Strike Concrete,Silver Strike Sparks Plant,NV,Pacific Southwest Region,filler,500.0,500,28.0,standard_28,484.0,none,,,,,,,,False,False,False
