split,review_fraction,flagged_count,flagged_true_high_carbon_count,flagged_positive_rate,base_positive_rate_in_flagged_pool,comparable_group_coverage_all_flagged,comparable_group_coverage_true_high_carbon,median_current_gwp_per_ksi_all_flagged,median_current_gwp_per_ksi_true_high_carbon,median_reference_p25_gwp_per_ksi_true_high_carbon,median_absolute_reduction_to_p25_true_high_carbon,median_relative_reduction_to_p25_true_high_carbon,share_true_high_carbon_with_10pct_opportunity,share_true_high_carbon_with_20pct_opportunity,total_absolute_reduction_to_p25_true_high_carbon,note
group_company,0.2,1965,926,0.4712468193384224,0.11501272264631043,0.9974554707379135,0.9946004319654428,122.25,137.33333333333334,108.66666666666667,24.999999999999986,0.18090452261306522,0.8023887079261672,0.4191096634093377,31927.408928571425,Retrospective opportunity screen within comparable EPD groups; not a guaranteed substitution estimate.
