split,strategy,n_test,prevalence,top_10pct_capture,top_10pct_precision,top_10pct_lift,top_10pct_review_saving,top_10pct_median_opportunity,top_10pct_share_opportunity_ge_10,top_20pct_capture,top_20pct_precision,top_20pct_lift,top_20pct_review_saving,top_20pct_median_opportunity,top_20pct_share_opportunity_ge_10,supplier_history_coverage
group_epd_source,Arrival order (oldest first),4574,0.10909488412767818,0.13226452905811623,0.14442013129102846,1.323802966984297,0.2446005750553193,0.22395169241728913,0.6212121212121212,0.19238476953907815,0.10491803278688525,0.9617135911166595,-0.03981061434193256,0.19873833524077822,0.6041666666666666,
group_epd_source,Highest declared strength first,4574,0.10909488412767818,0.0,0.0,0.0,,,,0.01002004008016032,0.00546448087431694,0.05008924953732602,-18.964363795365106,0.4408088235294118,0.6,
group_epd_source,Lowest declared strength first,4574,0.10909488412767818,0.49899799599198397,0.5448577680525164,4.994347557258938,0.7997736464002051,0.18691588785046728,0.6244897959183674,0.7054108216432866,0.3846994535519126,3.526283167427752,0.7164152869976548,0.261667546934268,0.6810344827586207,
group_epd_source,No declared SCM first,4574,0.10909488412767818,0.20841683366733466,0.2275711159737418,2.0859925540358617,0.520611903400491,0.3334086334153434,0.8365384615384616,0.4188376753507014,0.2284153005464481,2.093730630660228,0.522383641259208,0.333387671801299,0.8317307692307693,
group_epd_source,Supplier carbon history,4574,0.10909488412767818,0.23647294589178355,0.25820568927789933,2.3667992440022276,0.5774884572343311,0.3496463490742667,0.864406779661017,0.4248496993987976,0.23169398907103825,2.123784180382623,0.5291423633168607,0.34285714285714286,0.8436018957345972,0.4370354175776126
group_epd_source,Highest declared GWP first,4574,0.10909488412767818,0.374749498997996,0.40919037199124725,3.7507750731221745,0.7333884382548186,0.4328267477203648,0.9037433155080213,0.48897795591182364,0.26666666666666666,2.44435537742151,0.5908941845212068,0.3964337110991185,0.8975409836065574,
temporal_latest20,ACRM (proposed),9629,0.08432859071554678,0.7857142857142857,0.6625129802699896,7.856326954457796,0.8727140550798251,0.32296357098186357,0.8517350157728707,0.9408866995073891,0.39667705088265837,4.703944979001376,0.7874124794265143,0.32500000000000007,0.8710526315789474,
temporal_latest20,Unordered review,9629,0.08432859071554678,0.0960591133004926,0.08099688473520249,0.9604913831468778,-0.04113375460348134,0.36501040818173586,0.8846153846153846,0.1933497536945813,0.08151609553478713,0.9666483791926912,-0.03450232941492426,0.36220472440944884,0.8789808917197452,
temporal_latest20,Arrival order (oldest first),9629,0.08432859071554678,0.07389162561576355,0.06230529595015576,0.7388395254975983,-0.3534738809845259,0.31169917236734834,0.8,0.1440886699507389,0.06074766355140187,0.7203685373601584,-0.38817833947130853,0.30379746835443017,0.7863247863247863,
temporal_latest20,Highest declared strength first,9629,0.08432859071554678,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,
temporal_latest20,Lowest declared strength first,9629,0.08432859071554678,0.3891625615763547,0.328141225337487,3.891221500954018,0.7430112884206597,0.26661392405063294,0.7243589743589743,0.6379310344827587,0.26895119418483904,3.1893239517312995,0.6864539271850519,0.30258556053300933,0.811284046692607,
temporal_latest20,No declared SCM first,9629,0.08432859071554678,0.20073891625615764,0.16926272066458983,2.0071807109351423,0.5017887554658187,0.36281532516768733,0.9567901234567902,0.37807881773399016,0.15939771547248183,1.890197786064689,0.4709548347943221,0.36055340831481986,0.9575163398692811,
temporal_latest20,Supplier carbon history,9629,0.08432859071554678,0.22660098522167488,0.19106957424714435,2.2657745448593016,0.5586498214180893,0.44198250728862976,0.9180327868852459,0.37192118226600984,0.15680166147455868,1.8594128058356225,0.46219580888032086,0.3886792452830189,0.9235880398671097,0.6911413438570984
temporal_latest20,Highest declared GWP first,9629,0.08432859071554678,0.32019704433497537,0.2699896157840083,3.2016379438229263,0.6876598736189555,0.44999999999999996,1.0,0.46921182266009853,0.19781931464174454,2.3458154934548747,0.5737090138631414,0.43991853360488786,0.9973753280839895,
