design,replicate,n_train,roc_auc,average_precision,accuracy,balanced_accuracy,f1,precision,recall,specificity,brier_score,ece_10_bins,top_5pct_precision,top_5pct_recall_capture,top_5pct_lift,top_10pct_precision,top_10pct_recall_capture,top_10pct_lift,top_20pct_precision,top_20pct_recall_capture,top_20pct_lift,top_30pct_precision,top_30pct_recall_capture,top_30pct_lift,n_test,prevalence,n_clusters_test,test_window_start,test_window_end
group_epd_source,1,44627,0.9494136302646942,0.8376667402411798,0.9528384279475982,0.8773851220659732,0.7631578947368421,0.7435897435897436,0.7837837837837838,0.9709864603481625,0.035438927523724705,0.023517525290290386,0.9565217391304348,0.4954954954954955,9.866823345084216,0.7554585152838428,0.7792792792792793,7.792792792792793,0.4366812227074236,0.9009009009009009,4.504504504504505,0.30131004366812225,0.9324324324324325,3.108108108108108,2290,0.09694323144104804,17,,
group_epd_source,2,39546,0.9656440753418629,0.8408640452512621,0.9648622981956315,0.8530675224659898,0.7651858567543064,0.816247582205029,0.7201365187713311,0.9859985261606485,0.028012504317581913,0.012910973805669357,0.9051490514905149,0.5699658703071673,11.385415799550488,0.6558265582655827,0.825938566552901,8.249313243985682,0.3728813559322034,0.9385665529010239,4.690287499276914,0.25452079566003616,0.9607508532423208,3.201489393873936,7371,0.07950074616741283,17,,
group_epd_source,3,43174,0.9611492918456712,0.8595207104521234,0.9748864547154689,0.8958043615022309,0.8265682656826568,0.8517110266159695,0.8028673835125448,0.9887413394919169,0.021852689816885724,0.014096043058173021,0.9308510638297872,0.6272401433691757,12.48808434378098,0.6373333333333333,0.8566308243727598,8.550317801672639,0.3444592790387183,0.9247311827956989,4.621186671834848,0.2341941228851291,0.942652329749104,3.141894630677556,3743,0.07453913972749132,17,,
group_epd_source,4,36301,0.9440704225262704,0.7565170405330949,0.9408440090429541,0.8034119577403901,0.6998087954110899,0.7913513513513514,0.6272493573264781,0.979574558154302,0.048106823814167886,0.018786732074578767,0.8813559322033898,0.40102827763496146,8.017544624054144,0.731638418079096,0.6658097686375322,6.655589928301357,0.4623352165725047,0.8414738646101114,4.205784626507035,0.34222919937205654,0.934018851756641,3.113200668837834,10616,0.10992840994724944,17,,
group_epd_source,5,43032,0.9544653677529493,0.8419868340145998,0.9402831402831403,0.8284480476354582,0.7521367521367521,0.8481927710843373,0.6756238003838771,0.9812722948870393,0.04696375648755692,0.025458821986676212,0.9641025641025641,0.36084452975047987,7.18913332349033,0.8740359897172236,0.6525911708253359,6.517523646931696,0.5842985842985843,0.8714011516314779,4.357005758157389,0.4288164665523156,0.9596928982725528,3.1976045538498004,3885,0.1341055341055341,17,,
group_epd_source,6,37543,0.9054381810868135,0.6481446303778436,0.9189246852997653,0.7802365976742485,0.5913978494623656,0.5753138075313807,0.6084070796460177,0.9520661157024793,0.06563331174358192,0.05340064226070987,0.7718550106609808,0.4004424778761062,8.003726626035435,0.5788912579957356,0.6006637168141593,6.002794969526577,0.37706666666666666,0.7820796460176991,3.909981120943953,0.27835051546391754,0.8661504424778761,2.8863470486269502,9374,0.096436953275016,17,,
group_epd_source,7,27515,0.9250439180770622,0.7257132201964692,0.9287186887949695,0.7666844813497313,0.6240826311497689,0.7025703794369645,0.5613691931540342,0.9719997695454283,0.05517779817367532,0.03980788445482431,0.8949536560247168,0.42493887530562346,8.490900163418853,0.6501803194229778,0.6171149144254279,6.168605651562159,0.42824014429270807,0.8127139364303179,4.062941457001037,0.31472255626181067,0.895843520782396,2.985939871193961,19402,0.10540150499948459,17,,
group_epd_source,8,39387,0.9777554785330949,0.8935335924251339,0.9575033200531209,0.9342542486583185,0.7863818424566088,0.6945754716981132,0.9061538461538462,0.9623546511627907,0.035379064638129176,0.04424224425445743,0.9787798408488063,0.5676923076923077,11.338788002448478,0.7423638778220452,0.86,8.6,0.4156706507304117,0.963076923076923,4.815384615384615,0.2810978308986277,0.9769230769230769,3.2564102564102564,7530,0.08632138114209828,17,,
group_epd_source,9,36884,0.9646710423299755,0.847143381157138,0.9580384730389714,0.8750377107364684,0.7542323409223585,0.7340909090909091,0.7755102040816326,0.9745652173913043,0.03245299219900384,0.020461151330281084,0.9442231075697212,0.5690276110444178,11.372617572925586,0.6703187250996016,0.8079231692677071,8.073598762214049,0.3866467364225212,0.9315726290516206,4.656934821761291,0.267109634551495,0.9651860744297719,3.2171800281574425,10033,0.08302601415329412,17,,
group_epd_source,10,39052,0.969780971513934,0.8664796340737687,0.9534647171010807,0.8993736156184,0.7546916890080428,0.6891064871481029,0.8340740740740741,0.9646731571627261,0.036562458830151016,0.03521156201955654,0.9644670050761421,0.562962962962963,11.237826659146457,0.7064803049555273,0.8237037037037037,8.231803849592922,0.40750158931977115,0.9496296296296296,4.7481481481481485,0.2766949152542373,0.9674074074074074,3.224008160703076,7865,0.08582326764144946,17,,
temporal_rolling_origin,1,28150,0.9533423172672049,0.8280917523066657,0.9450127877237852,0.8460094961020642,0.7409638554216867,0.7639751552795031,0.7192982456140351,0.9727207465900933,0.042965484491918685,0.026018302043692036,0.9659574468085106,0.442495126705653,8.834838870225209,0.774468085106383,0.7095516569200779,7.083439094189375,0.48881789137380194,0.8947368421052632,4.470825626366236,0.3444602272727273,0.9454191033138402,3.1505017278043597,4692,0.10933503836317135,32,2022-04-20 00:00:00,2022-09-03 00:00:00
temporal_rolling_origin,2,32842,0.9504265562510867,0.7985041236419587,0.9441602728047741,0.8382042253521127,0.700228832951945,0.6923076923076923,0.7083333333333334,0.968075117370892,0.042296052481091785,0.02866133626943985,0.9191489361702128,0.5,9.982978723404255,0.6553191489361702,0.7129629629629629,7.117494089834515,0.4110756123535676,0.8935185185185185,4.464737900840137,0.2911931818181818,0.9490740740740741,3.1626815025252526,4692,0.09207161125319693,36,2022-09-03 00:00:00,2023-02-06 00:00:00
temporal_rolling_origin,3,37533,0.9747002272595406,0.8221227575425604,0.9524722932651322,0.8431158145202091,0.7335722819593787,0.7599009900990099,0.7090069284064665,0.9772247006339516,0.03571572008070648,0.01569418838846192,0.8808510638297873,0.4780600461893764,9.544926539236402,0.7106382978723405,0.7713625866050808,7.700496290108595,0.4472843450479233,0.9699769053117783,4.846785558810291,0.3053977272727273,0.9930715935334873,3.309298236405627,4692,0.0922847399829497,38,2023-02-06 00:00:00,2023-05-11 00:00:00
temporal_rolling_origin,4,42225,0.9693582623360764,0.8189436476980729,0.9565217391304348,0.8556599110232328,0.7205479452054795,0.7050938337801609,0.7366946778711485,0.9746251441753172,0.03141219983442323,0.019196742677389984,0.8936170212765957,0.5882352941176471,11.744680851063828,0.6212765957446809,0.8179271708683473,8.165349544072948,0.3599574014909478,0.9467787114845938,4.730868705309599,0.24573863636363635,0.969187675070028,3.2297077922077917,4692,0.07608695652173914,50,2023-05-11 00:00:00,2025-11-03 00:00:00
