split,cost_ratio_missed_to_review,review_fraction,cost_model,cost_random,cost_review_all,cost_review_none,is_optimum
temporal_latest20,2,0.42,4068.0,4985.92,9629.0,1624.0,
temporal_latest20,2,0.44,4257.0,5146.4400000000005,9629.0,1624.0,
temporal_latest20,2,0.46,4445.0,5305.96,9629.0,1624.0,
temporal_latest20,2,0.48,4632.0,5466.48,9629.0,1624.0,
temporal_latest20,2,0.5,4822.0,5626.0,9629.0,1624.0,
temporal_latest20,2,0.52,5015.0,5786.52,9629.0,1624.0,
temporal_latest20,2,0.54,5208.0,5947.04,9629.0,1624.0,
temporal_latest20,2,0.56,5400.0,6106.5599999999995,9629.0,1624.0,
temporal_latest20,2,0.58,5591.0,6267.08,9629.0,1624.0,
temporal_latest20,2,0.6,5783.0,6426.6,9629.0,1624.0,
temporal_latest20,2,0.62,5976.0,6587.12,9629.0,1624.0,
temporal_latest20,2,0.64,6169.0,6747.64,9629.0,1624.0,
temporal_latest20,2,0.66,6361.0,6907.16,9629.0,1624.0,
temporal_latest20,2,0.68,6554.0,7067.68,9629.0,1624.0,
temporal_latest20,2,0.7,6744.0,7227.2,9629.0,1624.0,
temporal_latest20,2,0.72,6937.0,7387.72,9629.0,1624.0,
temporal_latest20,2,0.74,7129.0,7547.24,9629.0,1624.0,
temporal_latest20,2,0.76,7322.0,7707.76,9629.0,1624.0,
temporal_latest20,2,0.78,7513.0,7868.28,9629.0,1624.0,
temporal_latest20,2,0.8,7705.0,8027.8,9629.0,1624.0,
temporal_latest20,2,0.82,7898.0,8188.32,9629.0,1624.0,
temporal_latest20,2,0.84,8090.0,8347.84,9629.0,1624.0,
temporal_latest20,2,0.86,8283.0,8508.36,9629.0,1624.0,
temporal_latest20,2,0.88,8474.0,8668.88,9629.0,1624.0,
temporal_latest20,2,0.9,8666.0,8828.4,9629.0,1624.0,
temporal_latest20,2,0.92,8859.0,8988.92,9629.0,1624.0,
temporal_latest20,2,0.94,9051.0,9148.44,9629.0,1624.0,
temporal_latest20,2,0.96,9244.0,9308.960000000001,9629.0,1624.0,
temporal_latest20,2,0.98,9436.0,9468.48,9629.0,1624.0,
temporal_latest20,2,1.0,9629.0,9629.0,9629.0,1624.0,
temporal_latest20,2,0.06,1238.0,2104.56,9629.0,1624.0,True
temporal_latest20,5,0.02,3323.0,4171.8,9629.0,4060.0,
temporal_latest20,5,0.04,2665.0,4282.6,9629.0,4060.0,
temporal_latest20,5,0.06,2228.0,4394.4,9629.0,4060.0,
temporal_latest20,5,0.08,1950.0,4505.200000000001,9629.0,4060.0,
temporal_latest20,5,0.1,1833.0,4617.0,9629.0,4060.0,
temporal_latest20,5,0.12,1795.0,4727.8,9629.0,4060.0,
temporal_latest20,5,0.14,1853.0,4839.599999999999,9629.0,4060.0,
temporal_latest20,5,0.16,1956.0,4951.4,9629.0,4060.0,
temporal_latest20,5,0.18,2068.0,5062.200000000001,9629.0,4060.0,
temporal_latest20,5,0.2,2166.0,5174.0,9629.0,4060.0,
temporal_latest20,5,0.22,2323.0,5284.8,9629.0,4060.0,
temporal_latest20,5,0.24,2471.0,5396.6,9629.0,4060.0,
temporal_latest20,5,0.26,2654.0,5508.4,9629.0,4060.0,
temporal_latest20,5,0.28,2841.0,5619.2,9629.0,4060.0,
temporal_latest20,5,0.3,3019.0,5731.0,9629.0,4060.0,
temporal_latest20,5,0.32,3201.0,5841.799999999999,9629.0,4060.0,
temporal_latest20,5,0.34,3389.0,5953.6,9629.0,4060.0,
temporal_latest20,5,0.36,3556.0,6064.400000000001,9629.0,4060.0,
temporal_latest20,5,0.38,3739.0,6176.2,9629.0,4060.0,
temporal_latest20,5,0.4,3917.0,6288.0,9629.0,4060.0,
temporal_latest20,5,0.42,4104.0,6398.8,9629.0,4060.0,
temporal_latest20,5,0.44,4287.0,6510.6,9629.0,4060.0,
temporal_latest20,5,0.46,4469.0,6621.4,9629.0,4060.0,
temporal_latest20,5,0.48,4647.0,6733.2,9629.0,4060.0,
temporal_latest20,5,0.5,4834.0,6844.0,9629.0,4060.0,
temporal_latest20,5,0.52,5027.0,6955.8,9629.0,4060.0,
temporal_latest20,5,0.54,5220.0,7067.6,9629.0,4060.0,
temporal_latest20,5,0.56,5412.0,7178.4,9629.0,4060.0,
temporal_latest20,5,0.58,5600.0,7290.2,9629.0,4060.0,
temporal_latest20,5,0.6,5792.0,7401.0,9629.0,4060.0,
temporal_latest20,5,0.62,5985.0,7512.8,9629.0,4060.0,
temporal_latest20,5,0.64,6178.0,7624.6,9629.0,4060.0,
temporal_latest20,5,0.66,6370.0,7735.4,9629.0,4060.0,
temporal_latest20,5,0.68,6563.0,7847.2,9629.0,4060.0,
temporal_latest20,5,0.7,6750.0,7958.0,9629.0,4060.0,
temporal_latest20,5,0.72,6943.0,8069.8,9629.0,4060.0,
temporal_latest20,5,0.74,7135.0,8180.6,9629.0,4060.0,
temporal_latest20,5,0.76,7328.0,8292.4,9629.0,4060.0,
temporal_latest20,5,0.78,7516.0,8404.2,9629.0,4060.0,
temporal_latest20,5,0.8,7708.0,8515.0,9629.0,4060.0,
temporal_latest20,5,0.82,7901.0,8626.800000000001,9629.0,4060.0,
temporal_latest20,5,0.84,8093.0,8737.6,9629.0,4060.0,
temporal_latest20,5,0.86,8286.0,8849.4,9629.0,4060.0,
temporal_latest20,5,0.88,8474.0,8961.2,9629.0,4060.0,
temporal_latest20,5,0.9,8666.0,9072.0,9629.0,4060.0,
temporal_latest20,5,0.92,8859.0,9183.8,9629.0,4060.0,
temporal_latest20,5,0.94,9051.0,9294.6,9629.0,4060.0,
temporal_latest20,5,0.96,9244.0,9406.4,9629.0,4060.0,
temporal_latest20,5,0.98,9436.0,9517.2,9629.0,4060.0,
temporal_latest20,5,1.0,9629.0,9629.0,9629.0,4060.0,
temporal_latest20,5,0.12,1795.0,4727.8,9629.0,4060.0,True
temporal_latest20,10,0.02,6453.0,8150.6,9629.0,8120.0,
temporal_latest20,10,0.04,4945.0,8180.2,9629.0,8120.0,
temporal_latest20,10,0.06,3878.0,8210.8,9629.0,8120.0,
temporal_latest20,10,0.08,3130.0,8240.400000000001,9629.0,8120.0,
temporal_latest20,10,0.1,2703.0,8271.0,9629.0,8120.0,
temporal_latest20,10,0.12,2435.0,8300.6,9629.0,8120.0,
temporal_latest20,10,0.14,2358.0,8331.199999999999,9629.0,8120.0,
temporal_latest20,10,0.16,2371.0,8361.8,9629.0,8120.0,
temporal_latest20,10,0.18,2403.0,8391.400000000001,9629.0,8120.0,
temporal_latest20,10,0.2,2406.0,8422.0,9629.0,8120.0,
temporal_latest20,10,0.22,2528.0,8451.6,9629.0,8120.0,
temporal_latest20,10,0.24,2631.0,8482.2,9629.0,8120.0,
temporal_latest20,10,0.26,2804.0,8512.8,9629.0,8120.0,
temporal_latest20,10,0.28,2986.0,8542.4,9629.0,8120.0,
temporal_latest20,10,0.3,3149.0,8573.0,9629.0,8120.0,
temporal_latest20,10,0.32,3321.0,8602.599999999999,9629.0,8120.0,
temporal_latest20,10,0.34,3504.0,8633.2,9629.0,8120.0,
temporal_latest20,10,0.36,3646.0,8662.800000000001,9629.0,8120.0,
temporal_latest20,10,0.38,3819.0,8693.4,9629.0,8120.0,
temporal_latest20,10,0.4,3982.0,8724.0,9629.0,8120.0,
temporal_latest20,10,0.42,4164.0,8753.6,9629.0,8120.0,
temporal_latest20,10,0.44,4337.0,8784.2,9629.0,8120.0,
temporal_latest20,10,0.46,4509.0,8813.8,9629.0,8120.0,
temporal_latest20,10,0.48,4672.0,8844.4,9629.0,8120.0,
temporal_latest20,10,0.5,4854.0,8874.0,9629.0,8120.0,
temporal_latest20,10,0.52,5047.0,8904.6,9629.0,8120.0,
temporal_latest20,10,0.54,5240.0,8935.2,9629.0,8120.0,
temporal_latest20,10,0.56,5432.0,8964.8,9629.0,8120.0,
temporal_latest20,10,0.58,5615.0,8995.4,9629.0,8120.0,
temporal_latest20,10,0.6,5807.0,9025.0,9629.0,8120.0,
temporal_latest20,10,0.62,6000.0,9055.6,9629.0,8120.0,
temporal_latest20,10,0.64,6193.0,9086.2,9629.0,8120.0,
temporal_latest20,10,0.66,6385.0,9115.8,9629.0,8120.0,
temporal_latest20,10,0.68,6578.0,9146.4,9629.0,8120.0,
temporal_latest20,10,0.7,6760.0,9176.0,9629.0,8120.0,
temporal_latest20,10,0.72,6953.0,9206.6,9629.0,8120.0,
temporal_latest20,10,0.74,7145.0,9236.2,9629.0,8120.0,
temporal_latest20,10,0.76,7338.0,9266.8,9629.0,8120.0,
temporal_latest20,10,0.78,7521.0,9297.4,9629.0,8120.0,
temporal_latest20,10,0.8,7713.0,9327.0,9629.0,8120.0,
temporal_latest20,10,0.82,7906.0,9357.6,9629.0,8120.0,
temporal_latest20,10,0.84,8098.0,9387.2,9629.0,8120.0,
temporal_latest20,10,0.86,8291.0,9417.8,9629.0,8120.0,
temporal_latest20,10,0.88,8474.0,9448.4,9629.0,8120.0,
temporal_latest20,10,0.9,8666.0,9478.0,9629.0,8120.0,
temporal_latest20,10,0.92,8859.0,9508.6,9629.0,8120.0,
temporal_latest20,10,0.94,9051.0,9538.2,9629.0,8120.0,
temporal_latest20,10,0.96,9244.0,9568.800000000001,9629.0,8120.0,
temporal_latest20,10,0.98,9436.0,9598.4,9629.0,8120.0,
temporal_latest20,10,1.0,9629.0,9629.0,9629.0,8120.0,
temporal_latest20,10,0.14,2358.0,8331.199999999999,9629.0,8120.0,True
temporal_latest20,20,0.02,12713.0,16108.2,9629.0,16240.0,
temporal_latest20,20,0.04,9505.0,15975.4,9629.0,16240.0,
temporal_latest20,20,0.06,7178.0,15843.599999999999,9629.0,16240.0,
temporal_latest20,20,0.08,5490.0,15710.800000000001,9629.0,16240.0,
temporal_latest20,20,0.1,4443.0,15579.000000000002,9629.0,16240.0,
temporal_latest20,20,0.12,3715.0,15446.2,9629.0,16240.0,
temporal_latest20,20,0.14,3368.0,15314.399999999998,9629.0,16240.0,
temporal_latest20,20,0.16,3201.0,15182.599999999999,9629.0,16240.0,
temporal_latest20,20,0.18,3073.0,15049.800000000001,9629.0,16240.0,
temporal_latest20,20,0.2,2886.0,14918.0,9629.0,16240.0,
temporal_latest20,20,0.22,2938.0,14785.2,9629.0,16240.0,
temporal_latest20,20,0.24,2951.0,14653.4,9629.0,16240.0,
temporal_latest20,20,0.26,3104.0,14521.6,9629.0,16240.0,
temporal_latest20,20,0.28,3276.0,14388.8,9629.0,16240.0,
temporal_latest20,20,0.3,3409.0,14257.0,9629.0,16240.0,
temporal_latest20,20,0.32,3561.0,14124.199999999999,9629.0,16240.0,
temporal_latest20,20,0.34,3734.0,13992.4,9629.0,16240.0,
temporal_latest20,20,0.36,3826.0,13859.600000000002,9629.0,16240.0,
temporal_latest20,20,0.38,3979.0,13727.8,9629.0,16240.0,
temporal_latest20,20,0.4,4112.0,13596.0,9629.0,16240.0,
temporal_latest20,20,0.42,4284.0,13463.2,9629.0,16240.0,
temporal_latest20,20,0.44,4437.0,13331.400000000001,9629.0,16240.0,
temporal_latest20,20,0.46,4589.0,13198.6,9629.0,16240.0,
temporal_latest20,20,0.48,4722.0,13066.8,9629.0,16240.0,
temporal_latest20,20,0.5,4894.0,12934.0,9629.0,16240.0,
temporal_latest20,20,0.52,5087.0,12802.2,9629.0,16240.0,
temporal_latest20,20,0.54,5280.0,12670.4,9629.0,16240.0,
temporal_latest20,20,0.56,5472.0,12537.599999999999,9629.0,16240.0,
temporal_latest20,20,0.58,5645.0,12405.8,9629.0,16240.0,
temporal_latest20,20,0.6,5837.0,12273.0,9629.0,16240.0,
temporal_latest20,20,0.62,6030.0,12141.2,9629.0,16240.0,
temporal_latest20,20,0.64,6223.0,12009.4,9629.0,16240.0,
temporal_latest20,20,0.66,6415.0,11876.599999999999,9629.0,16240.0,
temporal_latest20,20,0.68,6608.0,11744.8,9629.0,16240.0,
temporal_latest20,20,0.7,6780.0,11612.0,9629.0,16240.0,
temporal_latest20,20,0.72,6973.0,11480.2,9629.0,16240.0,
temporal_latest20,20,0.74,7165.0,11347.4,9629.0,16240.0,
temporal_latest20,20,0.76,7358.0,11215.6,9629.0,16240.0,
temporal_latest20,20,0.78,7531.0,11083.8,9629.0,16240.0,
temporal_latest20,20,0.8,7723.0,10951.0,9629.0,16240.0,
temporal_latest20,20,0.82,7916.0,10819.2,9629.0,16240.0,
temporal_latest20,20,0.84,8108.0,10686.400000000001,9629.0,16240.0,
temporal_latest20,20,0.86,8301.0,10554.6,9629.0,16240.0,
temporal_latest20,20,0.88,8474.0,10422.8,9629.0,16240.0,
temporal_latest20,20,0.9,8666.0,10290.0,9629.0,16240.0,
temporal_latest20,20,0.92,8859.0,10158.199999999999,9629.0,16240.0,
temporal_latest20,20,0.94,9051.0,10025.400000000001,9629.0,16240.0,
temporal_latest20,20,0.96,9244.0,9893.6,9629.0,16240.0,
temporal_latest20,20,0.98,9436.0,9760.800000000001,9629.0,16240.0,
temporal_latest20,20,1.0,9629.0,9629.0,9629.0,16240.0,
temporal_latest20,20,0.2,2886.0,14918.0,9629.0,16240.0,True
temporal_latest20,50,0.02,31493.0,39981.0,9629.0,40600.0,
temporal_latest20,50,0.04,23185.0,39361.0,9629.0,40600.0,
temporal_latest20,50,0.06,17078.0,38742.0,9629.0,40600.0,
temporal_latest20,50,0.08,12570.0,38122.00000000001,9629.0,40600.0,
temporal_latest20,50,0.1,9663.0,37503.0,9629.0,40600.0,
temporal_latest20,50,0.12,7555.0,36883.0,9629.0,40600.0,
temporal_latest20,50,0.14,6398.0,36264.0,9629.0,40600.0,
temporal_latest20,50,0.16,5691.0,35645.0,9629.0,40600.0,
temporal_latest20,50,0.18,5083.0,35025.0,9629.0,40600.0,
temporal_latest20,50,0.2,4326.0,34406.0,9629.0,40600.0,
temporal_latest20,50,0.22,4168.0,33786.0,9629.0,40600.0,
temporal_latest20,50,0.24,3911.0,33167.0,9629.0,40600.0,
temporal_latest20,50,0.26,4004.0,32548.0,9629.0,40600.0,
temporal_latest20,50,0.28,4146.0,31928.0,9629.0,40600.0,
temporal_latest20,50,0.3,4189.0,31309.0,9629.0,40600.0,
temporal_latest20,50,0.32,4281.0,30689.0,9629.0,40600.0,
temporal_latest20,50,0.34,4424.0,30069.999999999996,9629.0,40600.0,
temporal_latest20,50,0.36,4366.0,29450.000000000004,9629.0,40600.0,
temporal_latest20,50,0.38,4459.0,28831.0,9629.0,40600.0,
temporal_latest20,50,0.4,4502.0,28212.0,9629.0,40600.0,
temporal_latest20,50,0.42,4644.0,27592.0,9629.0,40600.0,
temporal_latest20,50,0.44,4737.0,26973.0,9629.0,40600.0,
temporal_latest20,50,0.46,4829.0,26353.0,9629.0,40600.0,
temporal_latest20,50,0.48,4872.0,25734.0,9629.0,40600.0,
temporal_latest20,50,0.5,5014.0,25114.0,9629.0,40600.0,
temporal_latest20,50,0.52,5207.0,24495.0,9629.0,40600.0,
temporal_latest20,50,0.54,5400.0,23876.0,9629.0,40600.0,
temporal_latest20,50,0.56,5592.0,23256.0,9629.0,40600.0,
temporal_latest20,50,0.58,5735.0,22637.0,9629.0,40600.0,
temporal_latest20,50,0.6,5927.0,22017.0,9629.0,40600.0,
temporal_latest20,50,0.62,6120.0,21398.0,9629.0,40600.0,
temporal_latest20,50,0.64,6313.0,20779.0,9629.0,40600.0,
temporal_latest20,50,0.66,6505.0,20159.0,9629.0,40600.0,
temporal_latest20,50,0.68,6698.0,19540.0,9629.0,40600.0,
temporal_latest20,50,0.7,6840.0,18920.0,9629.0,40600.0,
temporal_latest20,50,0.72,7033.0,18301.0,9629.0,40600.0,
temporal_latest20,50,0.74,7225.0,17681.0,9629.0,40600.0,
temporal_latest20,50,0.76,7418.0,17062.0,9629.0,40600.0,
temporal_latest20,50,0.78,7561.0,16443.0,9629.0,40600.0,
temporal_latest20,50,0.8,7753.0,15823.0,9629.0,40600.0,
temporal_latest20,50,0.82,7946.0,15204.000000000004,9629.0,40600.0,
temporal_latest20,50,0.84,8138.0,14584.0,9629.0,40600.0,
temporal_latest20,50,0.86,8331.0,13965.0,9629.0,40600.0,
temporal_latest20,50,0.88,8474.0,13346.0,9629.0,40600.0,
temporal_latest20,50,0.9,8666.0,12726.0,9629.0,40600.0,
temporal_latest20,50,0.92,8859.0,12106.999999999998,9629.0,40600.0,
temporal_latest20,50,0.94,9051.0,11487.000000000002,9629.0,40600.0,
temporal_latest20,50,0.96,9244.0,10868.000000000002,9629.0,40600.0,
temporal_latest20,50,0.98,9436.0,10248.0,9629.0,40600.0,
temporal_latest20,50,1.0,9629.0,9629.0,9629.0,40600.0,
temporal_latest20,50,0.24,3911.0,33167.0,9629.0,40600.0,True
temporal_latest20,100,0.02,62793.0,79769.0,9629.0,81200.0,
temporal_latest20,100,0.04,45985.0,78337.0,9629.0,81200.0,
temporal_latest20,100,0.06,33578.0,76906.0,9629.0,81200.0,
temporal_latest20,100,0.08,24370.0,75474.00000000001,9629.0,81200.0,
temporal_latest20,100,0.1,18363.0,74043.0,9629.0,81200.0,
temporal_latest20,100,0.12,13955.0,72611.0,9629.0,81200.0,
temporal_latest20,100,0.14,11448.0,71180.0,9629.0,81200.0,
temporal_latest20,100,0.16,9841.0,69749.0,9629.0,81200.0,
temporal_latest20,100,0.18,8433.0,68317.0,9629.0,81200.0,
temporal_latest20,100,0.2,6726.0,66886.0,9629.0,81200.0,
temporal_latest20,100,0.22,6218.0,65454.0,9629.0,81200.0,
temporal_latest20,100,0.24,5511.0,64023.0,9629.0,81200.0,
temporal_latest20,100,0.26,5504.0,62592.0,9629.0,81200.0,
temporal_latest20,100,0.28,5596.0,61160.0,9629.0,81200.0,
temporal_latest20,100,0.3,5489.0,59729.0,9629.0,81200.0,
temporal_latest20,100,0.32,5481.0,58297.0,9629.0,81200.0,
temporal_latest20,100,0.34,5574.0,56865.99999999999,9629.0,81200.0,
temporal_latest20,100,0.36,5266.0,55434.00000000001,9629.0,81200.0,
temporal_latest20,100,0.38,5259.0,54003.0,9629.0,81200.0,
temporal_latest20,100,0.4,5152.0,52572.0,9629.0,81200.0,
temporal_latest20,100,0.42,5244.0,51140.0,9629.0,81200.0,
temporal_latest20,100,0.44,5237.0,49709.0,9629.0,81200.0,
temporal_latest20,100,0.46,5229.0,48277.0,9629.0,81200.0,
temporal_latest20,100,0.48,5122.0,46846.0,9629.0,81200.0,
temporal_latest20,100,0.5,5214.0,45414.0,9629.0,81200.0,
temporal_latest20,100,0.52,5407.0,43983.0,9629.0,81200.0,
temporal_latest20,100,0.54,5600.0,42552.0,9629.0,81200.0,
temporal_latest20,100,0.56,5792.0,41120.0,9629.0,81200.0,
temporal_latest20,100,0.58,5885.0,39689.0,9629.0,81200.0,
temporal_latest20,100,0.6,6077.0,38257.0,9629.0,81200.0,
temporal_latest20,100,0.62,6270.0,36826.0,9629.0,81200.0,
temporal_latest20,100,0.64,6463.0,35395.0,9629.0,81200.0,
temporal_latest20,100,0.66,6655.0,33963.0,9629.0,81200.0,
temporal_latest20,100,0.68,6848.0,32531.999999999996,9629.0,81200.0,
temporal_latest20,100,0.7,6940.0,31100.000000000004,9629.0,81200.0,
temporal_latest20,100,0.72,7133.0,29669.0,9629.0,81200.0,
temporal_latest20,100,0.74,7325.0,28237.0,9629.0,81200.0,
temporal_latest20,100,0.76,7518.0,26806.0,9629.0,81200.0,
temporal_latest20,100,0.78,7611.0,25375.0,9629.0,81200.0,
temporal_latest20,100,0.8,7803.0,23943.0,9629.0,81200.0,
temporal_latest20,100,0.82,7996.0,22512.000000000007,9629.0,81200.0,
temporal_latest20,100,0.84,8188.0,21080.0,9629.0,81200.0,
temporal_latest20,100,0.86,8381.0,19649.0,9629.0,81200.0,
temporal_latest20,100,0.88,8474.0,18218.0,9629.0,81200.0,
temporal_latest20,100,0.9,8666.0,16786.0,9629.0,81200.0,
temporal_latest20,100,0.92,8859.0,15354.999999999996,9629.0,81200.0,
temporal_latest20,100,0.94,9051.0,13923.000000000004,9629.0,81200.0,
temporal_latest20,100,0.96,9244.0,12492.000000000004,9629.0,81200.0,
temporal_latest20,100,0.98,9436.0,11060.000000000002,9629.0,81200.0,
temporal_latest20,100,1.0,9629.0,9629.0,9629.0,81200.0,
temporal_latest20,100,0.48,5122.0,46846.0,9629.0,81200.0,True
