split,review_fraction,n_test,reviewed_count,true_high_carbon_total,true_high_carbon_captured,false_positive_reviews,base_positive_rate,topk_precision,topk_recall_capture,topk_lift,reviews_per_true_high_carbon,random_reviews_per_true_high_carbon,random_reviews_for_same_true_high_carbon_capture,review_savings_vs_random,review_savings_fraction_vs_random,roc_auc,average_precision
temporal_latest20,0.1,9629.0,963.0,812.0,638.0,325.0,0.08432859071554678,0.6625129802699896,0.7857142857142857,7.856326954457796,1.5094043887147335,11.858374384236454,7565.642857142858,6602.642857142858,0.8727140550798251,0.9661264401338435,0.8099134643144936
temporal_latest20,0.2,9629.0,1926.0,812.0,764.0,1162.0,0.08432859071554678,0.39667705088265837,0.9408866995073891,4.703944979001376,2.520942408376963,11.858374384236454,9059.79802955665,7133.79802955665,0.7874124794265143,0.9661264401338435,0.8099134643144936
