candidate,inner_capture20_mean,inner_capture20_sd,inner_auc_mean,inner_folds,runtime_s
classifier_reported,0.8576812778369399,0.020078732540119833,0.9438952472382972,0.8837;0.8546;0.8348,334.7
regression_then_divide,0.8689240825495698,0.023580504696458945,0.941654200081017,0.8844;0.8868;0.8356,861.6
