candidate,inner_capture20_mean,inner_capture20_sd,inner_auc_mean,inner_folds,runtime_s
binary_crossentropy_reported,0.8534425376140288,0.01691722676108521,0.9431186531867858,0.8770;0.8451;0.8382,533.1
lambdarank,0.7070514689960916,0.09046516680858183,0.8719817669974365,0.7761;0.5793;0.7658,128.1
rank_xendcg,0.7777972029532377,0.027573603472560656,0.9030803585899485,0.7688;0.7495;0.8152,94.2
