dataset_version,split,algorithm,n_test,base_positive_rate,roc_auc,average_precision,calibration_brier_score,calibration_ece_10_bins,top_5pct_precision,top_5pct_recall_capture,top_5pct_lift,top_10pct_precision,top_10pct_recall_capture,top_10pct_lift,top_20pct_precision,top_20pct_recall_capture,top_20pct_lift,top_30pct_precision,top_30pct_recall_capture,top_30pct_lift
5,group_company,CPRM fold-clean carbon-prior single model,9825,0.11501272264631043,0.9576179474522537,0.8252396381742124,0.04216122824252681,0.020864789105754337,0.9491869918699187,0.41327433628318583,8.25288689833801,0.8097660223804679,0.7044247787610619,7.0406647521133605,0.5033078880407125,0.8752212389380531,4.376106194690266,0.36635006784260515,0.9557522123893806,3.1853003686315007
