dataset_version,algorithm,split,n_train,n_test,test_positive_rate,query_group_count,median_query_group_size,prep_seconds,fit_seconds,roc_auc,average_precision,top_5pct_precision,top_5pct_recall_capture,top_5pct_lift,top_10pct_precision,top_10pct_recall_capture,top_10pct_lift,top_20pct_precision,top_20pct_recall_capture,top_20pct_lift,top_30pct_precision,top_30pct_recall_capture,top_30pct_lift
5,P20-CARM LambdaMART LightGBM ranker,temporal_latest20,37288,9629,0.08432859071554678,272,9.0,8.774,54.551,0.9283361436231283,0.5789941932233209,0.6493775933609959,0.3854679802955665,7.700562618809149,0.5482866043613707,0.6502463054187192,6.501787824378865,0.3603322949117342,0.854679802955665,4.272955255794444,0.26064382139148495,0.9273399014778325,3.0908120149982867
5,P20-CARM XGBoost pairwise ranker,temporal_latest20,37288,9629,0.08432859071554678,272,9.0,8.774,27.77,0.8334584834156586,0.4026524750541419,0.5435684647302904,0.3226600985221675,6.445838358236412,0.40498442367601245,0.4802955665024631,4.802456915734389,0.2715472481827622,0.6440886699507389,3.2201089319603664,0.21391484942886813,0.7610837438423645,2.536682370875088
