split,labeling,train_threshold_kg_per_ksi,pooled_threshold_kg_per_ksi,n_train,label_changes_vs_pooled,roc_auc,average_precision,accuracy,balanced_accuracy,f1,precision,recall,specificity,brier_score,ece_10_bins,top_5pct_precision,top_5pct_recall_capture,top_5pct_lift,top_10pct_precision,top_10pct_recall_capture,top_10pct_lift,top_20pct_precision,top_20pct_recall_capture,top_20pct_lift,top_30pct_precision,top_30pct_recall_capture,top_30pct_lift,n_test,prevalence
group_company,train_only_threshold_and_trim,122.77,124.0,36717,186,0.9542433269812299,0.8216470324799647,0.9461993071122886,0.8177567852243322,0.7436893203883496,0.8714448236632537,0.6486028789161727,0.9869106915324916,0.04589118337017171,0.031001354712191075,0.9653767820773931,0.40135478408128705,8.022191142512732,0.8024439918533605,0.6672311600338696,6.6682348315401185,0.5170657157412124,0.859441151566469,4.296767937581929,0.38166383701188455,0.951735817104149,3.1715909368625192,9814,0.12033829223558182
group_epd_source,train_only_threshold_and_trim,123.67,124.0,41912,34,0.9541317882529665,0.7720688192974162,0.9447147279964617,0.8312791629289643,0.713302752293578,0.7387173396674585,0.6895787139689579,0.9729796118889708,0.04468429656319617,0.028327445953390866,0.8634361233480177,0.43458980044345896,8.657335143635779,0.7086092715231788,0.7117516629711752,7.104947063919766,0.4408839779005525,0.88470066518847,4.420570616554985,0.318349299926308,0.9578713968957872,3.191963490613669,4522,0.09973463069438301
temporal_latest20,train_only_threshold_and_trim,125.0,124.0,36911,193,0.9654697415779625,0.7889331675438993,0.9597386172006745,0.8431394896686735,0.7251798561151079,0.7455621301775148,0.7058823529411765,0.9803966263961705,0.03170485196037744,0.016461120282654392,0.8421052631578947,0.5602240896358543,11.19032876308418,0.6122233930453108,0.8137254901960784,8.135539990495671,0.3540569020021075,0.9411764705882353,4.70489059691316,0.24376536705303828,0.9719887955182073,3.2392798355731474,9488,0.07525295109612141
