feature_set,roc_auc_mean,roc_auc_min,roc_auc_max,roc_auc_std,accuracy_mean,accuracy_min,accuracy_max,balanced_accuracy_mean,balanced_accuracy_min,balanced_accuracy_max,f1_mean,f1_min,f1_max
metadata_only,0.9357808329619577,0.9035942552248796,0.9688900074368323,0.022739967630533126,0.8884327406304953,0.8262271587244715,0.9491152558584409,0.8421786129748234,0.7804833074534161,0.910882661079099,0.5600220652665067,0.42921013412816694,0.736372646184341
metadata_plus_lci_sources,0.948217826705946,0.908850950706549,0.97887065454201,0.023052951849971984,0.9092638469492431,0.8425357873210634,0.9407938785270206,0.852025106717895,0.7737456234369418,0.9237044494023327,0.6018396028551363,0.42962962962962964,0.6891891891891891
