auc_delta_mean,auc_delta_ci_low,auc_delta_ci_high,auc_delta_p_gt_0,ap_delta_mean,ap_delta_ci_low,ap_delta_ci_high,ap_delta_p_gt_0,accuracy_delta_mean,accuracy_delta_ci_low,accuracy_delta_ci_high,accuracy_delta_p_gt_0,balanced_accuracy_delta_mean,balanced_accuracy_delta_ci_low,balanced_accuracy_delta_ci_high,balanced_accuracy_delta_p_gt_0,f1_delta_mean,f1_delta_ci_low,f1_delta_ci_high,f1_delta_p_gt_0,dataset_version,split,carm_auc,xgb_auc,auc_delta
0.0009191876268910426,-0.0003000781657394896,0.002283499668317803,0.908,0.005366472450699249,0.0007642810319534595,0.010221999686451703,0.988,-0.016808142493638673,-0.019697201017811763,-0.013788804071246821,0.0,-0.0005576457939375128,-0.005572656867398634,0.0049496976032336465,0.406,-0.04203283453066437,-0.05165490615794701,-0.03204457090496116,0.0,5,group_company,0.954266718233956,0.9534177917326101,0.0008489265013459368
-4.851908364165158e-06,-0.001566597015387966,0.0015219449977950021,0.484,-0.007228800095442269,-0.015507045755559307,-0.00020943358964623448,0.02,0.0014013992129427199,-0.0019676432006996425,0.005028421512898951,0.748,-0.005420587320600399,-0.012576120830877061,0.0014850565986005942,0.06,-0.00070576260218902,-0.011041389861880973,0.010016279825643227,0.436,5,group_epd_source,0.9524182106544375,0.9524206695599788,-2.4589055412915783e-06
0.0003085855242252622,-0.001046056690688596,0.0016760995219216443,0.658,0.004011938012098934,-0.0006178487844943121,0.009007777966424666,0.96,-0.0008896043202824813,-0.002907882438467127,0.0012462353307716167,0.204,0.0007331972793340073,-0.005419411451591893,0.006468605920078797,0.602,-0.002364536899474384,-0.011660603144173212,0.006781441377032618,0.316,5,temporal_latest20,0.9608784474238359,0.9605877109323626,0.00029073649147326464
