row_index,y_true,model_probability,base_positive_rate,Company,Plant,Plant Location - State,U.S. Region of Plant,application_family,strength_psi,strength_bin_500,curing_days,curing_family,gwp_per_ksi,reference_group_type,reference_group_n,reference_p25_gwp_per_ksi,reference_p10_gwp_per_ksi,absolute_reduction_to_p25,relative_reduction_to_p25,absolute_reduction_to_p10,relative_reduction_to_p10,has_comparable_alternative_group,has_10pct_reduction_opportunity,has_20pct_reduction_opportunity
15734,1,0.9999342027561592,0.08432859071554678,CEMEX,Walnut Plant,CA,Pacific Southwest Region,other_or_unspecified,78.63,0,28.0,standard_28,1056.848531095002,national_spec_group,10.0,473.625,267.1333333333333,583.223531095002,0.5518515794223827,789.7151977616687,0.7472359326113117,True,True,True
14230,1,0.9999215142326784,0.08432859071554678,CEMEX,Santa Clara Plant,CA,Pacific Southwest Region,other_or_unspecified,100.0,0,28.0,standard_28,1360.0,national_spec_group,10.0,473.625,267.1333333333333,886.375,0.6517463235294118,1092.8666666666668,0.8035784313725491,True,True,True
15159,1,0.9999150728661486,0.08432859071554678,CEMEX,Sweetwater Plant,FL,Southeastern Region,filler,150.0,0,28.0,standard_28,1260.0,strict_group,12.0,700.1666666666666,581.5666666666667,559.8333333333334,0.4443121693121693,678.4333333333333,0.5384391534391534,True,True,True
9297,1,0.999903429790582,0.08432859071554678,CEMEX,Lawrenceville Plant,GA,Southeastern Region,paving,350.0,500,28.0,standard_28,1200.0,regional_strength_group,6.0,374.2307692307692,295.83333333333337,825.7692307692307,0.6881410256410256,904.1666666666666,0.7534722222222222,True,True,True
33464,1,0.9998996858428412,0.08432859071554678,Knife River Corporation,Boise (Idaho) Plant,ID,Pacific Northwest Region,other_or_unspecified,300.0,500,28.0,standard_28,304.6666666666667,strict_group,6.0,170.55,159.4,134.11666666666667,0.44020787746170675,145.26666666666668,0.47680525164113785,True,True,True
33463,1,0.9998937857561148,0.08432859071554678,Knife River Corporation,Boise (Idaho) Plant,ID,Pacific Northwest Region,other_or_unspecified,300.0,500,28.0,standard_28,308.00000000000006,strict_group,6.0,170.55,159.4,137.45000000000005,0.4462662337662338,148.60000000000005,0.48246753246753254,True,True,True
42876,1,0.9998880958449624,0.08432859071554678,Silver Strike Concrete,Silver Strike Sparks Plant,NV,Pacific Southwest Region,filler,200.0,0,28.0,standard_28,1380.0,national_spec_group,101.0,570.0,476.0,810.0,0.5869565217391305,904.0,0.6550724637681159,True,True,True
40970,1,0.9998797506530848,0.08432859071554678,Pete Lien & Sons,Colorado Springs Ready Mix Plant 2 Plant,CO,Rocky Mountains Region,filler,200.0,0,28.0,standard_28,233.5,strict_group,28.0,694.25,407.90000000000003,0.0,0.0,0.0,0.0,True,False,False
33720,1,0.999879102289161,0.08432859071554678,Knife River Corporation,Linnton Plant,OR,Pacific Northwest Region,filler,300.0,500,28.0,standard_28,366.6666666666667,strict_group,19.0,261.5,240.8,105.16666666666669,0.28681818181818186,125.86666666666667,0.3432727272727273,True,True,True
33461,1,0.9998754496496254,0.08432859071554678,Knife River Corporation,Boise (Idaho) Plant,ID,Pacific Northwest Region,filler,300.0,500,28.0,standard_28,360.0,strict_group,19.0,261.5,240.8,98.5,0.27361111111111114,119.19999999999999,0.3311111111111111,True,True,True
33462,1,0.9998708200952688,0.08432859071554678,Knife River Corporation,Boise (Idaho) Plant,ID,Pacific Northwest Region,filler,250.0,0,28.0,standard_28,328.4,strict_group,40.0,589.5000000000001,437.05000000000007,0.0,0.0,0.0,0.0,True,False,False
33626,1,0.9998678087402572,0.08432859071554678,Knife River Corporation,Eugene (Oregon) Plant,OR,Pacific Northwest Region,filler,250.0,0,28.0,standard_28,556.0,strict_group,40.0,589.5000000000001,437.05000000000007,0.0,0.0,118.94999999999993,0.21393884892086318,True,False,False
12056,1,0.9998662201249224,0.08432859071554678,CEMEX,Pembroke Pines Plant,FL,Southeastern Region,filler,150.0,0,28.0,standard_28,1253.3333333333335,strict_group,12.0,700.1666666666666,581.5666666666667,553.1666666666669,0.4413563829787235,671.7666666666668,0.5359840425531915,True,True,True
7470,1,0.9998534183925192,0.08432859071554678,CEMEX,Downtown Miami Plant,FL,Southeastern Region,filler,150.0,0,28.0,standard_28,1253.3333333333335,strict_group,12.0,700.1666666666666,581.5666666666667,553.1666666666669,0.4413563829787235,671.7666666666668,0.5359840425531915,True,True,True
40998,1,0.999851129500907,0.08432859071554678,Pete Lien & Sons,Colorado Springs Ready Mix Plant 3 Plant,CO,Rocky Mountains Region,filler,200.0,0,28.0,standard_28,248.99999999999997,strict_group,28.0,694.25,407.90000000000003,0.0,0.0,0.0,0.0,True,False,False
33555,1,0.9998507868676438,0.08432859071554678,Knife River Corporation,Coffee Lake Plant,OR,Pacific Northwest Region,filler,300.0,500,28.0,standard_28,423.33333333333337,strict_group,19.0,261.5,240.8,161.83333333333337,0.3822834645669292,182.53333333333336,0.43118110236220475,True,True,True
10044,1,0.9998456112485784,0.08432859071554678,CEMEX,Milton Plant,FL,Southeastern Region,filler,100.0,0,28.0,standard_28,1010.0,strict_group,12.0,700.1666666666666,581.5666666666667,309.83333333333337,0.3067656765676568,428.4333333333333,0.42419141914191416,True,True,True
6158,1,0.9998412774346668,0.08432859071554678,CEMEX,Card Sound Mine Plant,FL,Southeastern Region,filler,150.0,0,28.0,standard_28,1220.0,strict_group,12.0,700.1666666666666,581.5666666666667,519.8333333333334,0.4260928961748634,638.4333333333333,0.5233060109289617,True,True,True
10463,1,0.9998371936647562,0.08432859071554678,CEMEX,Mosielee Plant,TX,South Central Region,filler,150.0,0,28.0,standard_28,553.3333333333334,strict_group,5.0,553.3333333333334,539.3333333333334,0.0,0.0,14.0,0.025301204819277105,True,False,False
8202,1,0.9998370971994937,0.08432859071554678,CEMEX,Grand Parkway Plant,TX,South Central Region,filler,50.0,0,28.0,standard_28,1445.9999999999998,strict_group,5.0,553.3333333333334,539.3333333333334,892.6666666666664,0.6173351775011525,906.6666666666664,0.6270170585523281,True,True,True
33936,1,0.9998299894489968,0.08432859071554678,Knife River Corporation,Tumalo (Oregon) Plant,OR,Pacific Northwest Region,filler,150.0,0,28.0,standard_28,1273.3333333333335,strict_group,40.0,589.5000000000001,437.05000000000007,683.8333333333334,0.5370418848167539,836.2833333333334,0.6567670157068063,True,True,True
46383,1,0.999824646402836,0.08432859071554678,United Companies,Steamboat Plant,CO,Rocky Mountains Region,filler,60.0,0,28.0,standard_28,1016.6666666666667,strict_group,28.0,694.25,407.90000000000003,322.41666666666674,0.31713114754098365,608.7666666666667,0.5987868852459016,True,True,True
46293,1,0.9998231674834076,0.08432859071554678,United Companies,Powers Plant,CO,Rocky Mountains Region,filler,60.0,0,28.0,standard_28,1035.0,strict_group,28.0,694.25,407.90000000000003,340.75,0.3292270531400966,627.0999999999999,0.6058937198067632,True,True,True
8190,1,0.9998218917527216,0.08432859071554678,CEMEX,Globe Plant,AZ,Pacific Southwest Region,filler,50.0,0,28.0,standard_28,1445.9999999999998,national_spec_group,101.0,570.0,476.0,875.9999999999998,0.6058091286307054,969.9999999999998,0.6708160442600276,True,True,True
2727,1,0.999821731576979,0.08432859071554678,Cadman / Heidelberg Materials,Foster Road Plant,OR,Pacific Northwest Region,filler,150.0,0,28.0,standard_28,806.6666666666667,strict_group,40.0,589.5000000000001,437.05000000000007,217.16666666666663,0.26921487603305777,369.6166666666667,0.45820247933884295,True,True,True
46441,1,0.999820702835986,0.08432859071554678,United Companies,Woody Creek Plant,CO,Rocky Mountains Region,filler,60.0,0,28.0,standard_28,1170.0,strict_group,28.0,694.25,407.90000000000003,475.75,0.4066239316239316,762.0999999999999,0.6513675213675213,True,True,True
33625,1,0.9998123613635008,0.08432859071554678,Knife River Corporation,Eugene (Oregon) Plant,OR,Pacific Northwest Region,filler,300.0,500,28.0,standard_28,400.0,strict_group,19.0,261.5,240.8,138.5,0.34625,159.2,0.39799999999999996,True,True,True
33624,1,0.9998110309976348,0.08432859071554678,Knife River Corporation,Eugene (Oregon) Plant,OR,Pacific Northwest Region,filler,200.0,0,28.0,standard_28,955.0,strict_group,40.0,589.5000000000001,437.05000000000007,365.4999999999999,0.3827225130890051,517.9499999999999,0.5423560209424083,True,True,True
7674,1,0.9998099203956672,0.08432859071554678,CEMEX,Englewood Plant,TX,South Central Region,filler,150.0,0,28.0,standard_28,680.0,strict_group,5.0,553.3333333333334,539.3333333333334,126.66666666666663,0.18627450980392152,140.66666666666663,0.20686274509803915,True,True,False
422,1,0.9998092515688126,0.08432859071554678,American Rock Products (ARP),Hermiston Plant,OR,Pacific Northwest Region,filler,200.0,0,28.0,standard_28,675.0,strict_group,40.0,589.5000000000001,437.05000000000007,85.49999999999989,0.1266666666666665,237.94999999999993,0.3525185185185184,True,True,False
33863,1,0.9997994989786548,0.08432859071554678,Knife River Corporation,Redmond (Oregon) Plant,OR,Pacific Northwest Region,filler,150.0,0,28.0,standard_28,1260.0,strict_group,40.0,589.5000000000001,437.05000000000007,670.4999999999999,0.532142857142857,822.9499999999999,0.6531349206349206,True,True,True
46323,1,0.9997970988000344,0.08432859071554678,United Companies,Rifle Plant,CO,Rocky Mountains Region,filler,60.0,0,28.0,standard_28,895.0000000000001,strict_group,28.0,694.25,407.90000000000003,200.7500000000001,0.22430167597765374,487.1000000000001,0.5442458100558659,True,True,True
33939,1,0.9997915329137864,0.08432859071554678,Knife River Corporation,Tumalo (Oregon) Plant,OR,Pacific Northwest Region,filler,300.0,500,28.0,standard_28,580.0,strict_group,19.0,261.5,240.8,318.5,0.5491379310344827,339.2,0.5848275862068966,True,True,True
337,1,0.9997881634941392,0.08432859071554678,American Rock Products (ARP),Boardman Plant,OR,Pacific Northwest Region,filler,100.0,0,28.0,standard_28,630.0,strict_group,40.0,589.5000000000001,437.05000000000007,40.499999999999886,0.0642857142857141,192.94999999999993,0.30626984126984114,True,False,False
3289,1,0.99978679434382,0.08432859071554678,Cadman / Heidelberg Materials,Orchards Plant,WA,Pacific Northwest Region,filler,150.0,0,28.0,standard_28,840.0,strict_group,40.0,589.5000000000001,437.05000000000007,250.4999999999999,0.2982142857142856,402.94999999999993,0.4797023809523809,True,True,True
46478,1,0.9997863665142483,0.08432859071554678,US Concrete Mix / Smyrna Ready Mix,BRONX Plant,NY,Eastern Region,filler,400.0,500,28.0,standard_28,740.0,national_spec_group,26.0,258.75,239.0,481.25,0.6503378378378378,501.0,0.677027027027027,True,True,True
423,1,0.9997848464460394,0.08432859071554678,American Rock Products (ARP),Hermiston Plant,OR,Pacific Northwest Region,filler,100.0,0,28.0,standard_28,1360.0,strict_group,40.0,589.5000000000001,437.05000000000007,770.4999999999999,0.5665441176470587,922.9499999999999,0.6786397058823529,True,True,True
46141,1,0.999784005137784,0.08432859071554678,United Companies,Delta Plant,CO,Rocky Mountains Region,filler,60.0,0,28.0,standard_28,996.6666666666666,strict_group,28.0,694.25,407.90000000000003,302.41666666666663,0.3034280936454849,588.7666666666667,0.5907357859531772,True,True,True
44154,1,0.99977825873805,0.08432859071554678,Tec-Crete Transit Mix Corp.,Jamaica Plant,NY,Eastern Region,filler,250.0,0,28.0,standard_28,796.0,strict_group,10.0,528.25,489.2666666666667,267.75,0.33636934673366836,306.7333333333333,0.3853433835845896,True,True,True
4551,1,0.9997757322764482,0.08432859071554678,"Callanan Industries, Inc.",Port of Albany Plant,NY,Eastern Region,filler,150.0,0,28.0,standard_28,489.33333333333337,strict_group,10.0,528.25,489.2666666666667,0.0,0.0,0.06666666666666288,0.00013623978201634103,True,False,False
30828,1,0.9997717735640764,0.08432859071554678,Four Winds Concrete Inc.,Windgap Plant,PA,Eastern Region,filler,150.0,0,28.0,standard_28,538.0,strict_group,10.0,528.25,489.2666666666667,9.75,0.01812267657992565,48.73333333333329,0.09058240396530351,True,False,False
338,1,0.9997667133050951,0.08432859071554678,American Rock Products (ARP),Boardman Plant,OR,Pacific Northwest Region,filler,200.0,0,28.0,standard_28,570.0,strict_group,40.0,589.5000000000001,437.05000000000007,0.0,0.0,132.94999999999993,0.2332456140350876,True,False,False
30510,1,0.9997638307961088,0.08432859071554678,"Ernst Enterprises, Inc.",Columbus Plant,OH,Great Lakes Region,other_or_unspecified,150.0,0,28.0,standard_28,464.0,national_spec_group,10.0,473.625,267.1333333333333,0.0,0.0,196.86666666666667,0.4242816091954023,True,False,False
43866,1,0.9997622933084644,0.08432859071554678,Smyrna Ready Mix,Nashville Plant,TN,Southeastern Region,filler,100.0,0,28.0,standard_28,1270.0,strict_group,12.0,700.1666666666666,581.5666666666667,569.8333333333334,0.4486876640419948,688.4333333333333,0.5420734908136483,True,True,True
339,1,0.9997608228470548,0.08432859071554678,American Rock Products (ARP),Boardman Plant,OR,Pacific Northwest Region,filler,100.0,0,28.0,standard_28,1140.0,strict_group,40.0,589.5000000000001,437.05000000000007,550.4999999999999,0.48289473684210515,702.9499999999999,0.6166228070175438,True,True,True
33866,1,0.9997582964610672,0.08432859071554678,Knife River Corporation,Redmond (Oregon) Plant,OR,Pacific Northwest Region,filler,300.0,500,28.0,standard_28,570.0,strict_group,19.0,261.5,240.8,308.5,0.5412280701754386,329.2,0.5775438596491228,True,True,True
44015,1,0.9997550615971726,0.08432859071554678,Stoneway Concrete,Seattle Plant,WA,Pacific Northwest Region,filler,100.0,0,28.0,standard_28,492.0,strict_group,40.0,589.5000000000001,437.05000000000007,0.0,0.0,54.94999999999993,0.11168699186991857,True,False,False
424,1,0.99975407310869,0.08432859071554678,American Rock Products (ARP),Hermiston Plant,OR,Pacific Northwest Region,filler,50.0,0,28.0,standard_28,1248.0,strict_group,40.0,589.5000000000001,437.05000000000007,658.4999999999999,0.5276442307692307,810.9499999999999,0.6497996794871794,True,True,True
43815,1,0.9997505606616152,0.08432859071554678,Smyrna Ready Mix,TN Mobile Plant,TN,Southeastern Region,paving,100.0,0,28.0,standard_28,1220.0,regional_strength_group,13.0,720.0,588.1333333333333,500.0,0.4098360655737705,631.8666666666667,0.5179234972677595,True,True,True
46113,1,0.9997487147160088,0.08432859071554678,United Companies,Crested Butte Plant,CO,Rocky Mountains Region,filler,100.0,0,28.0,standard_28,1430.0,strict_group,28.0,694.25,407.90000000000003,735.75,0.5145104895104895,1022.0999999999999,0.7147552447552447,True,True,True
8265,1,0.9997476265829603,0.08432859071554678,CEMEX,Grissom Plant,TX,South Central Region,filler,150.0,0,28.0,standard_28,826.6666666666667,strict_group,5.0,553.3333333333334,539.3333333333334,273.33333333333337,0.3306451612903226,287.33333333333337,0.34758064516129034,True,True,True
45091,1,0.9997468010634744,0.08432859071554678,Titan Virginia Ready-Mix,Centreville RM Plant,VA,Eastern Region,filler,200.0,0,28.0,standard_28,525.0,strict_group,10.0,528.25,489.2666666666667,0.0,0.0,35.73333333333329,0.06806349206349198,True,False,False
7066,1,0.9997375808459996,0.08432859071554678,CEMEX,Dallas Plant,GA,Southeastern Region,filler,150.0,0,28.0,standard_28,640.6666666666666,strict_group,12.0,700.1666666666666,581.5666666666667,0.0,0.0,59.09999999999991,0.09224765868886563,True,False,False
22032,1,0.9997314951456046,0.08432859071554678,Clayton Concrete,North Arlington NJ Plant,NJ,Eastern Region,other_or_unspecified,700.0,500,28.0,standard_28,417.14285714285717,strict_group,5.0,417.14285714285717,404.2857142857143,0.0,0.0,12.85714285714289,0.030821917808219253,True,False,False
21781,1,0.9997311095196096,0.08432859071554678,Central Pre-Mix (CPM),Sullivan Plant ,WA,Pacific Northwest Region,filler,100.0,0,28.0,standard_28,1280.0,strict_group,40.0,589.5000000000001,437.05000000000007,690.4999999999999,0.5394531249999999,842.9499999999999,0.6585546874999999,True,True,True
33465,1,0.999722053103168,0.08432859071554678,Knife River Corporation,Boise (Idaho) Plant,ID,Pacific Northwest Region,filler,300.0,500,28.0,standard_28,213.66666666666666,strict_group,19.0,261.5,240.8,0.0,0.0,0.0,0.0,True,False,False
33496,1,0.999721584213362,0.08432859071554678,Knife River Corporation,Boise (Idaho) Plant,ID,Pacific Northwest Region,other_or_unspecified,300.0,500,28.0,standard_28,1016.6666666666667,strict_group,6.0,170.55,159.4,846.1166666666668,0.8322459016393443,857.2666666666668,0.8432131147540984,True,True,True
21782,1,0.9997156812693996,0.08432859071554678,Central Pre-Mix (CPM),Sullivan Plant ,WA,Pacific Northwest Region,filler,200.0,0,28.0,standard_28,471.0,strict_group,40.0,589.5000000000001,437.05000000000007,0.0,0.0,33.94999999999993,0.07208067940552003,True,False,False
21772,1,0.9997125614577098,0.08432859071554678,Central Pre-Mix (CPM),Sullivan Plant ,WA,Pacific Northwest Region,filler,100.0,0,28.0,standard_28,640.9999999999999,strict_group,40.0,589.5000000000001,437.05000000000007,51.49999999999977,0.0803432137285488,203.94999999999982,0.31817472698907934,True,False,False
40930,1,0.9997073340600512,0.08432859071554678,Peak Ready Mix,Clear Creek Plant,CO,Rocky Mountains Region,filler,100.0,0,28.0,standard_28,1360.0,strict_group,28.0,694.25,407.90000000000003,665.75,0.4895220588235294,952.0999999999999,0.7000735294117646,True,True,True
8206,1,0.999682757758043,0.08432859071554678,CEMEX,Grand Parkway Plant,TX,South Central Region,filler,150.0,0,28.0,standard_28,530.0,strict_group,5.0,553.3333333333334,539.3333333333334,0.0,0.0,0.0,0.0,True,False,False
21649,1,0.999681827693152,0.08432859071554678,Central Pre-Mix (CPM),Crestline Plant ,WA,Pacific Northwest Region,filler,150.0,0,28.0,standard_28,444.6666666666667,strict_group,40.0,589.5000000000001,437.05000000000007,0.0,0.0,7.616666666666617,0.017128935532233772,True,False,False
33920,1,0.9996745040606771,0.08432859071554678,Knife River Corporation,Tumalo (Oregon) Plant,OR,Pacific Northwest Region,filler,100.0,0,28.0,standard_28,1340.0,strict_group,40.0,589.5000000000001,437.05000000000007,750.4999999999999,0.5600746268656716,902.9499999999999,0.6738432835820894,True,True,True
21613,1,0.9996743523383096,0.08432859071554678,Central Pre-Mix (CPM),Crestline Plant ,WA,Pacific Northwest Region,filler,200.0,0,28.0,standard_28,650.0,strict_group,40.0,589.5000000000001,437.05000000000007,60.499999999999886,0.0930769230769229,212.94999999999993,0.32761538461538453,True,False,False
46172,1,0.9996732865030816,0.08432859071554678,United Companies,Gunnison Plant,CO,Rocky Mountains Region,filler,60.0,0,28.0,standard_28,1183.3333333333335,strict_group,28.0,694.25,407.90000000000003,489.0833333333335,0.4133098591549296,775.4333333333334,0.6552957746478872,True,True,True
777,1,0.9996732488059598,0.08432859071554678,Amrize,Broomfield Plant,CO,Rocky Mountains Region,paving,50.0,0,28.0,standard_28,724.0,regional_strength_group,30.0,727.5833333333333,453.30000000000007,0.0,0.0,270.69999999999993,0.3738950276243093,True,False,False
22033,1,0.999672481220736,0.08432859071554678,Clayton Concrete,North Arlington NJ Plant,NJ,Eastern Region,other_or_unspecified,700.0,500,28.0,standard_28,395.7142857142857,strict_group,5.0,417.14285714285717,404.2857142857143,0.0,0.0,0.0,0.0,True,False,False
46324,1,0.9996697516002512,0.08432859071554678,United Companies,Rifle Plant,CO,Rocky Mountains Region,filler,100.0,0,28.0,standard_28,476.0,strict_group,28.0,694.25,407.90000000000003,0.0,0.0,68.09999999999997,0.14306722689075624,True,False,False
4513,1,0.9996592131610734,0.08432859071554678,"Callanan Industries, Inc.",Latham Plant,NY,Eastern Region,filler,150.0,0,28.0,standard_28,488.6666666666667,strict_group,10.0,528.25,489.2666666666667,0.0,0.0,0.0,0.0,True,False,False
30783,1,0.9996510109424296,0.08432859071554678,Four Winds Concrete Inc.,Bethlehem Plant,PA,Eastern Region,filler,150.0,0,28.0,standard_28,680.0,strict_group,10.0,528.25,489.2666666666667,151.75,0.22316176470588237,190.7333333333333,0.2804901960784313,True,True,True
21780,1,0.999646407927823,0.08432859071554678,Central Pre-Mix (CPM),Sullivan Plant ,WA,Pacific Northwest Region,filler,65.0,0,28.0,standard_28,707.6923076923076,strict_group,40.0,589.5000000000001,437.05000000000007,118.19230769230751,0.16701086956521716,270.64230769230755,0.3824293478260868,True,True,False
33849,1,0.9996339244494682,0.08432859071554678,Knife River Corporation,Redmond (Oregon) Plant,OR,Pacific Northwest Region,filler,100.0,0,28.0,standard_28,1260.0,strict_group,40.0,589.5000000000001,437.05000000000007,670.4999999999999,0.532142857142857,822.9499999999999,0.6531349206349206,True,True,True
30706,1,0.9996276254899904,0.08432859071554678,Flatiron,Flatiron Wet Batch Plant,CO,Rocky Mountains Region,filler,100.0,0,28.0,standard_28,990.9999999999999,strict_group,28.0,694.25,407.90000000000003,296.7499999999999,0.2994450050454086,583.0999999999999,0.5883955600403632,True,True,True
21771,1,0.99962628794402,0.08432859071554678,Central Pre-Mix (CPM),Sullivan Plant ,WA,Pacific Northwest Region,filler,100.0,0,28.0,standard_28,677.9999999999999,strict_group,40.0,589.5000000000001,437.05000000000007,88.49999999999977,0.1305309734513271,240.94999999999982,0.3553834808259585,True,True,False
4000,1,0.9996195920415952,0.08432859071554678,Cadman / Heidelberg Materials,Port of Portland Plant,OR,Pacific Northwest Region,other_or_unspecified,300.0,500,90.0,long,520.0,regional_strength_group,28.0,255.16666666666666,202.30666666666667,264.83333333333337,0.5092948717948719,317.6933333333333,0.610948717948718,True,True,True
46386,1,0.9996073678332597,0.08432859071554678,United Companies,Steamboat Plant,CO,Rocky Mountains Region,filler,100.0,0,28.0,standard_28,519.0,strict_group,28.0,694.25,407.90000000000003,0.0,0.0,111.09999999999997,0.21406551059730244,True,False,False
30829,1,0.9996070555791928,0.08432859071554678,Four Winds Concrete Inc.,Windgap Plant,PA,Eastern Region,filler,118.0,0,28.0,standard_28,642.3728813559322,strict_group,10.0,528.25,489.2666666666667,114.12288135593224,0.17765831134564647,153.10621468926553,0.23834476693051887,True,True,False
15210,1,0.999605421650658,0.08432859071554678,CEMEX,Thomasville Plant,AL,Southeastern Region,filler,150.0,0,28.0,standard_28,900.0,strict_group,12.0,700.1666666666666,581.5666666666667,199.83333333333337,0.2220370370370371,318.4333333333333,0.35381481481481475,True,True,True
14746,1,0.9995981036245204,0.08432859071554678,CEMEX,Sierra Vista Plant,AZ,Pacific Southwest Region,filler,50.0,0,28.0,standard_28,1281.9999999999998,national_spec_group,101.0,570.0,476.0,711.9999999999998,0.5553822152886114,805.9999999999998,0.6287051482059282,True,True,True
46201,1,0.9995837878310864,0.08432859071554678,United Companies,Gypsum Plant,CO,Rocky Mountains Region,filler,60.0,0,28.0,standard_28,1076.6666666666665,strict_group,28.0,694.25,407.90000000000003,382.4166666666665,0.3551857585139318,668.7666666666664,0.6211455108359132,True,True,True
46385,1,0.9995817530522648,0.08432859071554678,United Companies,Steamboat Plant,CO,Rocky Mountains Region,filler,60.0,0,28.0,standard_28,1343.3333333333333,strict_group,28.0,694.25,407.90000000000003,649.0833333333333,0.4831885856079404,935.4333333333332,0.6963523573200991,True,True,True
46171,1,0.9995742601986312,0.08432859071554678,United Companies,Gunnison Plant,CO,Rocky Mountains Region,filler,65.0,0,28.0,standard_28,983.076923076923,strict_group,28.0,694.25,407.90000000000003,288.826923076923,0.29379890453834107,575.176923076923,0.5850782472613458,True,True,True
42877,1,0.9995675111716328,0.08432859071554678,Silver Strike Concrete,Silver Strike Sparks Plant,NV,Pacific Southwest Region,filler,500.0,500,28.0,standard_28,484.0,national_spec_group,26.0,258.75,239.0,225.25,0.46539256198347106,245.0,0.506198347107438,True,True,True
46352,1,0.9995546937845716,0.08432859071554678,United Companies,River Road Plant,CO,Rocky Mountains Region,filler,60.0,0,28.0,standard_28,1121.6666666666667,strict_group,28.0,694.25,407.90000000000003,427.41666666666674,0.3810549777117385,713.7666666666667,0.6363447251114412,True,True,True
5515,1,0.9995533899528904,0.08432859071554678,CEMEX,Auburn (Portable) Plant,AL,Southeastern Region,filler,300.0,500,28.0,standard_28,251.66666666666669,national_spec_group,26.0,258.75,239.0,0.0,0.0,12.666666666666686,0.05033112582781464,True,False,False
21682,1,0.9995499600783352,0.08432859071554678,Central Pre-Mix (CPM),Sullivan Plant ,WA,Pacific Northwest Region,other_or_unspecified,150.0,0,28.0,standard_28,235.33333333333331,strict_group,6.0,328.625,253.0,0.0,0.0,0.0,0.0,True,False,False
40707,1,0.9995295572761976,0.08432859071554678,New Enterprise Stone & Lime,"Gateway, NY Plant",NY,Eastern Region,filler,300.0,500,56.0,extended_56,566.6666666666667,regional_strength_group,13.0,395.7142857142857,295.33333333333337,170.95238095238102,0.30168067226890766,271.33333333333337,0.4788235294117647,True,True,True
40670,1,0.9995295572761976,0.08432859071554678,New Enterprise Stone & Lime,"Barton Road, NY Plant",NY,Eastern Region,filler,300.0,500,56.0,extended_56,553.3333333333334,regional_strength_group,13.0,395.7142857142857,295.33333333333337,157.61904761904765,0.28485370051635117,258.0,0.4662650602409638,True,True,True
44166,1,0.999529095940262,0.08432859071554678,Tec-Crete Transit Mix Corp.,Long Island City Plant,NY,Eastern Region,filler,250.0,0,28.0,standard_28,780.0,strict_group,10.0,528.25,489.2666666666667,251.75,0.3227564102564103,290.7333333333333,0.37273504273504265,True,True,True
46412,1,0.9995242802345778,0.08432859071554678,United Companies,Telluride Plant,CO,Rocky Mountains Region,filler,100.0,0,28.0,standard_28,1120.0,strict_group,28.0,694.25,407.90000000000003,425.75,0.3801339285714286,712.0999999999999,0.6358035714285714,True,True,True
46353,1,0.9995225378972188,0.08432859071554678,United Companies,River Road Plant,CO,Rocky Mountains Region,filler,100.0,0,28.0,standard_28,862.0,strict_group,28.0,694.25,407.90000000000003,167.75,0.19460556844547564,454.09999999999997,0.526798143851508,True,True,False
46261,1,0.999517744623988,0.08432859071554678,United Companies,Montrose Plant,CO,Rocky Mountains Region,filler,60.0,0,28.0,standard_28,1335.0,strict_group,28.0,694.25,407.90000000000003,640.75,0.4799625468164794,927.0999999999999,0.6944569288389513,True,True,True
5393,1,0.9994822970046224,0.08432859071554678,CEMEX,Athens Plant,AL,Southeastern Region,filler,200.0,0,28.0,standard_28,550.0,strict_group,12.0,700.1666666666666,581.5666666666667,0.0,0.0,0.0,0.0,True,False,False
43771,1,0.9994717911282976,0.08432859071554678,Smyrna Ready Mix,SCGA Mobile Plant,SC,Southeastern Region,filler,100.0,0,28.0,standard_28,575.0,strict_group,12.0,700.1666666666666,581.5666666666667,0.0,0.0,0.0,0.0,True,False,False
2889,1,0.999467059540002,0.08432859071554678,Cadman / Heidelberg Materials,Foster Road Plant,OR,Pacific Northwest Region,filler,100.0,0,28.0,standard_28,689.0,strict_group,40.0,589.5000000000001,437.05000000000007,99.49999999999989,0.14441219158200275,251.94999999999993,0.3656748911465892,True,True,False
33460,0,0.999465990048309,0.08432859071554678,Knife River Corporation,Boise (Idaho) Plant,ID,Pacific Northwest Region,filler,800.0,1000,28.0,standard_28,99.875,national_spec_group,15.0,102.4375,81.18499999999999,0.0,0.0,18.690000000000012,0.18713391739674606,True,False,False
40669,1,0.9994622132476214,0.08432859071554678,New Enterprise Stone & Lime,"Barton Road, NY Plant",NY,Eastern Region,filler,150.0,0,56.0,extended_56,966.6666666666667,regional_strength_group,12.0,534.75,492.90000000000003,431.91666666666674,0.44681034482758625,473.7666666666667,0.49010344827586205,True,True,True
40706,1,0.9994622132476214,0.08432859071554678,New Enterprise Stone & Lime,"Gateway, NY Plant",NY,Eastern Region,filler,150.0,0,56.0,extended_56,986.6666666666667,regional_strength_group,12.0,534.75,492.90000000000003,451.91666666666674,0.4580236486486487,493.7666666666667,0.5004391891891892,True,True,True
30784,1,0.9994574610930118,0.08432859071554678,Four Winds Concrete Inc.,Bethlehem Plant,PA,Eastern Region,filler,118.0,0,28.0,standard_28,822.0338983050848,strict_group,10.0,528.25,489.2666666666667,293.7838983050848,0.35738659793814437,332.7672316384181,0.40480962199312714,True,True,True
